Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-1415.535	-1500.305	84.76931	0.0149883	0.00535854	0.0131339	0.00695573	0.0295246	0.00700346	0.000861902	0.000388953	0.0136853	0.00261498	0.0016078	0.0152714	0.00511521	0.0108126	0.00935182	0.0329421	0.00942213	0.0242692	0.0143658	0.00500811	0.0186422	0.0288376	0.021378	0.00755457	0.00355911	0.0115632	0.0240825	0.0201542	0.0146532	0.032821	0.00779071	0.0263158	0.0257328	0.00659531	0.00968426	0.0112191	0.0352034	0.00540534	0.00353677	0.00260165	0.0553615	0.0016792	0.00339064	0.0156073	0.00938576	0.00305561	0.00659528	0.0777476	0.00130483	0.017982	0.00186986	0.00438829	0.0176732	0.00237321	0.0105961	0.0785531	0.0269574	0.8290004	1.114	0.231118	0.489486	0.800211	1.24967	2.04296	4.3268	1.059171	0.4961105	0.0171386	0.00612732	0.0150182	0.00795365	0.0337604	0.00800823	0.000985557	0.000444755	0.0156487	0.00299015	0.00183847	0.0174624	0.00584907	0.0123638	0.0106935	0.0376683	0.0107739	0.0277511	0.0164268	0.00572661	0.0213167	0.0329748	0.024445	0.0086384	0.00406972	0.0132221	0.0275375	0.0230456	0.0167555	0.0375297	0.00890842	0.0300912	0.0294246	0.00754152	0.0110736	0.0128286	0.040254	0.00618083	0.00404419	0.00297491	0.0633041	0.00192011	0.00387708	0.0178464	0.0107323	0.00349399	0.00754149	0.0889018	0.00149203	0.0205618	0.00213812	0.00501787	0.0202087	0.00271369	0.0121163	0.0898229	0.0308249	0.33242	0.66758	0.3324195	0.8745332
396	-1417.103	-1501.366	84.26236	0.0186647	0.0224117	0.012015	0.0015878	0.0520581	0.0137269	0.00238504	0.00303785	0.0136515	0.00536703	0.000841761	0.0487501	0.00614768	0.0248717	0.0079091	0.0240005	0.00620616	0.0131184	0.0157797	0.0173312	0.043458	0.051406	0.0263234	0.0156177	0.00143586	0.00433296	0.0158416	0.0104252	0.0141499	0.0583533	0.00598715	0.0216646	0.0514806	0.0141808	0.0156501	0.0197824	0.0505047	0.0469305	0.00869319	0.00990217	0.0812563	0.00411671	0.0211308	0.0210819	0.0144409	0.00283008	0.0203307	0.131831	0.00097716	0.0169003	0.0106452	0.00545883	0.0280158	0.00213983	0.01738	0.0841436	0.0304465	1.08901	0.9406603	0.361318	0.60867	0.856507	1.16753	1.64293	2.76764	0.7360811	0.7718051	0.0144788	0.0173854	0.0093204	0.00123171	0.040383	0.0106483	0.00185015	0.00235655	0.0105899	0.00416336	0.000652979	0.037817	0.00476894	0.0192937	0.00613533	0.0186179	0.00481431	0.0101763	0.0122408	0.0134444	0.0337117	0.0398772	0.0204198	0.0121152	0.00111384	0.00336121	0.0122888	0.00808711	0.0109765	0.0452664	0.00464441	0.0168059	0.0399351	0.0110005	0.0121403	0.0153458	0.039178	0.0364054	0.00674357	0.00768141	0.0630329	0.00319346	0.0163918	0.0163539	0.0112023	0.00219538	0.0157711	0.102266	0.000758013	0.01311	0.00825782	0.00423458	0.0217327	0.00165993	0.0134822	0.0652727	0.0236182	0.510194	0.489806	0.5101944	1.289108
432	-1417.477	-1501.718	84.24105	0.0163373	0.00553672	0.00547998	0.00727429	0.0246195	0.0085639	0.00239388	0.000929239	0.000273088	0.00490073	0.000844916	0.0158248	0.00158041	0.0135422	0.00917244	0.0295287	0.00768567	0.0100862	0.0101749	0.00490021	0.016546	0.0309299	0.0173901	0.00438587	0.00131579	0.00704926	0.00666504	0.00459342	0.0168291	0.0119718	0.00140768	0.00353447	0.00247357	0.00174027	0.0030377	0.00361852	0.00941297	0.00221974	0.00206154	0.00740355	0.0131726	0.00922002	0.00823948	0.00328552	0.0250413	0.0047271	0.0530552	0.0330579	0.00159047	0.0583476	0.000454641	0.00916953	0.00796291	0.0295787	0.0487115	0.0138935	0.0397071	1.146244	0.9025041	0.179737	0.432997	0.770176	1.2984	2.30949	5.56369	1.240976	0.8467137	0.0235594	0.00798431	0.00790248	0.01049	0.0355029	0.0123497	0.00345213	0.00134002	0.00039381	0.00706717	0.00121842	0.0228203	0.00227906	0.0195287	0.0132273	0.0425822	0.0110832	0.014545	0.0146729	0.00706642	0.0238604	0.0446028	0.0250776	0.0063247	0.00189746	0.0101655	0.00961141	0.00662401	0.0242686	0.0172642	0.00202996	0.00509693	0.00356704	0.00250959	0.00438055	0.00521814	0.0135741	0.00320101	0.00297288	0.0106764	0.0189957	0.0132959	0.0118819	0.00473793	0.0361111	0.00681678	0.076509	0.0476716	0.00229357	0.084141	0.000655621	0.0132231	0.011483	0.0426544	0.0702452	0.0200353	0.0572602	0.418886	0.581114	0.4188861	0.6934504
468	-1421.743	-1506.095	84.3526	0.034384	0.00920386	0.00551709	0.00055099	0.0334909	0.004649	0.00231046	0.00217044	0.0112749	0.00755485	0.00181725	0.0193396	0.00367735	0.0123266	0.00571633	0.0174526	0.000343427	0.00808359	0.0111981	0.0155006	0.021207	0.0490726	0.033416	0.0121268	0.00190227	0.00961661	0.0142105	0.00916178	0.0236013	0.0403712	0.0026627	0.00537088	0.00891908	0.00823263	0.00601335	0.00651104	0.0132145	0.00156649	0.0143762	0.00862771	0.0283594	0.0225653	0.00764708	0.00266351	0.035405	0.00394652	0.0788753	0.0569814	0.00382014	0.0824955	0.00242061	0.0179697	0.00357367	0.0303874	0.0425876	0.0626665	0.0557981	0.9833499	1.0111	0.220312	0.478187	0.794402	1.25881	2.09123	4.53902	1.093795	0.6483697	0.0332242	0.00889343	0.00533101	0.000532406	0.0323613	0.0044922	0.00223253	0.00209723	0.0108947	0.00730004	0.00175596	0.0186873	0.00355332	0.0119108	0.00552353	0.016864	0.000331844	0.00781095	0.0108204	0.0149778	0.0204918	0.0474175	0.032289	0.0117178	0.00183811	0.00929226	0.0137312	0.00885277	0.0228053	0.0390095	0.00257289	0.00518973	0.00861826	0.00795496	0.00581053	0.00629144	0.0127688	0.00151365	0.0138913	0.00833671	0.0274029	0.0218042	0.00738916	0.00257368	0.0342108	0.00381341	0.076215	0.0550596	0.00369129	0.0797131	0.00233897	0.0173636	0.00345314	0.0293625	0.0411512	0.0605529	0.0539161	0.507744	0.492256	0.5077444	1.034905
504	-1414.005	-1498.033	84.02867	0.0589039	0.0177573	0.0139524	0.00731104	0.0385506	0.0207424	0.000673568	0.00480613	0.0197024	0.0230881	0.00448033	0.0563874	0.0125231	0.0189028	0.00790308	0.0353925	3.3307e-05	0.0301875	0.0202754	0.00902192	0.0358278	0.105262	0.0514466	0.0184883	0.0198602	0.00224318	0.0168177	0.0213	0.0370682	0.0431964	0.0125378	0.0929194	0.0342307	0.0106936	0.0108	0.0129349	0.0405997	0.0294046	0.00629226	0.0493407	0.0104649	0.00942415	0.176353	0.00142224	0.169434	0.0821648	0.00633152	0.0069476	0.0137833	0.00257521	0.0275056	0.0501147	0.0276386	0.00355009	0.040884	0.00514461	0.0240081	0.9625773	1.024948	0.435355	0.666597	0.881147	1.13488	1.50016	2.29697	0.6012988	0.626098	0.0344547	0.0103868	0.00816117	0.00427645	0.0225494	0.0121328	0.00039399	0.00281125	0.0115246	0.0135049	0.00262068	0.0329827	0.00732513	0.0110568	0.00462275	0.0207021	1.94823e-05	0.0176576	0.0118597	0.00527719	0.0209567	0.0615711	0.0300927	0.0108144	0.0116168	0.0013121	0.00983716	0.012459	0.0216823	0.0252669	0.00733371	0.0543513	0.0200226	0.00625499	0.00631725	0.00756604	0.023748	0.0171996	0.00368053	0.0288608	0.00612123	0.00551247	0.103154	0.000831911	0.0991071	0.0480606	0.0037035	0.00406386	0.00806227	0.00150632	0.0160888	0.0293136	0.0161666	0.00207655	0.0239142	0.00300924	0.0140431	0.480469	0.519531	0.4804686	1.709606
540	-1406.474	-1490.925	84.45118	0.0272589	0.0196318	0.00895373	0.00582063	0.0537122	0.0150963	0.00201047	0.000514425	0.0089704	0.0239274	0.00554436	0.02361	0.00200643	0.0136452	0.00521218	0.032517	0.0011716	0.0163416	0.0160125	0.00709903	0.037717	0.0434589	0.0374428	0.0137476	0.00224731	0.0046328	0.0118732	0.0166108	0.00884188	0.0383905	0.00296927	0.0385125	0.0223293	0.00419634	0.00538573	0.00170574	0.0281757	0.00930604	0.0155014	0.045037	0.00506622	0.0143504	0.125001	0.0150936	0.112105	0.0878271	0.0074101	0.0105054	0.00343752	0.0107254	0.00384903	0.0515932	0.00500358	0.00183422	0.0475191	0.00331454	0.0301261	1.067121	0.9552529	0.394176	0.635063	0.867926	1.15217	1.57465	2.53694	0.6731473	0.7447387	0.0224927	0.0161992	0.00738818	0.0048029	0.0443207	0.0124567	0.00165894	0.000424478	0.00740194	0.0197437	0.00457494	0.0194818	0.00165561	0.0112594	0.00430083	0.0268314	0.000966749	0.0134843	0.0132127	0.00585777	0.0311222	0.0358602	0.030896	0.0113438	0.00185437	0.00382276	0.00979721	0.0137064	0.00729588	0.031678	0.0024501	0.0317786	0.018425	0.00346262	0.00444404	0.00140749	0.0232492	0.00767889	0.012791	0.0371623	0.00418039	0.0118412	0.103145	0.0124545	0.0925036	0.0724706	0.00611445	0.00866853	0.00283647	0.0088501	0.00317603	0.0425722	0.00412871	0.00151351	0.0392104	0.00273499	0.0248586	0.439122	0.560878	0.4391216	1.2119
576	-1416.087	-1500.439	84.35172	0.0772185	0.0129969	0.0271901	0.0105293	0.0899953	0.0304308	0.000620662	0.000749814	0.00762166	0.00854745	0.00577608	0.0237157	0.00717938	0.0244702	0.0146161	0.0395354	0.00710631	0.0203504	0.0463596	0.0126241	0.0351403	0.0713889	0.0176534	0.0195249	0.00313879	0.00646879	0.0151588	0.0170968	0.0254538	0.0185263	0.0579083	0.0308092	0.164885	0.0214276	0.0115361	0.012283	0.00137542	0.0055331	0.230371	0.0131725	0.0598348	0.0481503	0.0191466	0.0155578	0.0383143	0.044755	0.0609538	0.0152225	0.0535566	0.00904337	0.00103707	0.0475682	0.0234565	0.00798688	0.00210172	0.0142731	0.00361409	0.8643776	1.090415	0.557664	0.752151	0.914976	1.09293	1.32952	1.7932	0.4222716	0.5284702	0.0451291	0.00759583	0.0158908	0.00615366	0.0525963	0.0177848	0.000362736	0.000438216	0.00445435	0.00499542	0.00337573	0.0138602	0.00419587	0.0143012	0.00854211	0.0231058	0.00415316	0.0118935	0.0270941	0.00737793	0.0205372	0.041722	0.0103172	0.011411	0.00183442	0.00378058	0.00885931	0.00999194	0.014876	0.0108274	0.0338435	0.0180059	0.0963644	0.012523	0.0067421	0.00717862	0.000803844	0.00323373	0.134637	0.00769847	0.0349695	0.0281406	0.0111899	0.00909252	0.0223922	0.0261563	0.0356234	0.00889656	0.0313002	0.00528525	0.000606098	0.0278005	0.0137088	0.0046678	0.00122832	0.00834171	0.00211219	0.461404	0.538596	0.4614035	1.711059
612	-1413.73	-1498.389	84.65923	0.0264504	0.0214509	0.00769391	0.00811678	0.0387148	0.024516	0.00702671	0.000814064	0.0101516	0.0151721	0.00408018	0.0311806	0.00454923	0.039674	0.0135726	0.0587739	0.000181656	0.0183699	0.00945328	0.0189937	0.0326975	0.0369965	0.046069	0.0197019	0.0017628	0.0048447	0.00765747	0.0274865	0.0208303	0.0403006	0.00536219	0.0535806	0.0301317	0.00968975	0.0052339	0.00441866	0.0563997	0.00259383	0.00569093	0.0354064	0.00369268	0.0332804	0.101823	0.00836707	0.166779	0.0753782	0.00375223	0.0151276	0.0276758	0.00761975	0.0200713	0.0312495	0.0273861	0.000275712	0.0558223	0.000728666	0.0340231	0.7885557	1.140963	0.421417	0.656101	0.876796	1.14052	1.52415	2.37295	0.6248276	0.4607546	0.0186422	0.0151186	0.00542266	0.0057207	0.0272861	0.0172789	0.00495242	0.000573752	0.00715486	0.0106933	0.00287571	0.0219761	0.00320629	0.0279622	0.00956597	0.0414238	0.000128031	0.0129471	0.00666267	0.0133867	0.0230452	0.0260751	0.0324694	0.0138859	0.00124242	0.00341454	0.00539698	0.0193724	0.0146812	0.0284038	0.00377927	0.0377636	0.0212368	0.00682933	0.00368885	0.00311427	0.0397505	0.00182813	0.00401097	0.0249544	0.0026026	0.023456	0.0717645	0.00589711	0.117546	0.0531265	0.00264457	0.0106619	0.0195059	0.00537039	0.0141462	0.0220247	0.0193017	0.000194321	0.0393435	0.000513563	0.0239795	0.495931	0.504069	0.4959309	1.418844
648	-1412.233	-1495.978	83.74464	0.0552846	0.0193744	0.00796388	0.00592789	0.0490137	0.0237929	0.0147893	0.00147413	0.0174583	0.00220786	0.00853209	0.0407931	0.00339858	0.0377416	0.0148267	0.0593264	0.00872289	0.0184268	0.0240586	0.0147369	0.0238966	0.0725087	0.0403803	0.0336629	0.0127732	0.00993536	0.0235737	0.0274368	0.023575	0.0284476	0.0115092	0.0517171	0.0843464	0.0156033	0.0120805	0.0384472	0.0848955	0.00289198	0.000507772	0.00363647	0.0919406	0.0300819	0.0461903	0.00397033	0.024621	0.0135697	0.00440731	0.248203	0.00285263	0.00589348	0.00650389	0.0137486	0.00164843	0.017103	0.0177262	0.204666	0.0486223	1.097761	0.934826	0.476498	0.696609	0.893338	1.1194	1.43552	2.09865	0.5360056	0.782863	0.0305199	0.0106957	0.00439647	0.0032725	0.0270581	0.0131349	0.00816445	0.000813794	0.00963787	0.00121886	0.00471015	0.0225199	0.00187619	0.0208353	0.00818509	0.0327512	0.00481548	0.0101726	0.0132816	0.00813555	0.0131922	0.0400285	0.022292	0.0185837	0.00705149	0.00548483	0.0130139	0.0151465	0.0130146	0.0157045	0.00635366	0.0285505	0.0465636	0.00861385	0.00666907	0.0212249	0.0468667	0.00159652	0.000280317	0.00200752	0.050756	0.0166068	0.0254994	0.00219182	0.013592	0.00749117	0.00243306	0.137021	0.0015748	0.00325351	0.00359048	0.00758996	0.000910021	0.00944172	0.00978576	0.112986	0.026842	0.549426	0.450574	0.5494256	1.811425
684	-1418.716	-1502.677	83.96051	0.0501398	0.0176383	0.0215687	0.0208723	0.0622625	0.00923288	0.00675723	0.00042478	0.00554552	0.00291402	0.0149044	0.0270052	0.0012661	0.0324467	0.0239062	0.0233517	0.00311862	0.0226752	0.0495593	0.0179577	0.0708932	0.0496922	0.0325219	0.0134478	0.00352119	0.00778929	0.0179668	0.0189242	0.0128488	0.0345586	0.00669478	0.049717	0.0575305	0.0199575	0.0233931	0.034863	0.114328	0.00787253	0.0141807	0.000329128	0.126766	0.0160414	0.0542897	0.0110055	0.0233397	0.00962368	0.0138809	0.21698	0.00173282	0.0168795	0.00998625	0.00738534	0.00269609	0.0238629	0.0482439	0.199873	0.0536944	0.8517146	1.098857	0.409354	0.646874	0.87293	1.14557	1.5459	2.44287	0.6458263	0.5167276	0.0272372	0.00958159	0.0117167	0.0113383	0.0338226	0.00501553	0.0036707	0.000230751	0.00301247	0.00158297	0.00809646	0.0146699	0.000687777	0.0176258	0.0129865	0.0126852	0.00169411	0.0123178	0.0269218	0.00975509	0.0385109	0.0269941	0.0176667	0.0073052	0.0019128	0.00423133	0.00975999	0.0102801	0.0069798	0.0187731	0.00363677	0.0270075	0.031252	0.0108414	0.0127077	0.0189385	0.0621057	0.00427655	0.00770331	0.000178791	0.0688625	0.00871407	0.0294915	0.00597845	0.0126787	0.00522782	0.00754047	0.117869	0.000941313	0.00916934	0.00542478	0.0040119	0.00146458	0.0129629	0.0262073	0.108576	0.0291681	0.401056	0.598944	0.4010558	1.840858
720	-1415.826	-1500.366	84.53939	0.0268797	0.0254029	0.00959194	0.0104663	0.0623673	0.016131	0.00704013	0.00569771	0.00887813	0.0137635	0.00838631	0.0183387	7.45588e-05	0.027497	0.0174464	0.0371663	0.0139084	0.0169821	0.0323312	0.0193398	0.047096	0.0571246	0.0524381	0.00892753	0.00795168	0.00226876	0.0135765	0.00671536	0.0158418	0.028551	0.00811884	0.0230242	0.0370164	0.00458243	0.0213238	0.0367368	0.0664298	0.000778532	0.00564258	0.00334552	0.0808584	0.0296575	0.0517254	0.0112976	0.0109611	0.00821564	0.0213982	0.097148	0.00525977	0.00539374	0.00186562	0.000766068	0.00507826	0.0148851	0.0199131	0.112202	0.0428766	0.9257137	1.049524	0.415403	0.651518	0.87488	1.14301	1.53488	2.4073	0.6352203	0.5880212	0.0199896	0.0188914	0.00713324	0.00778348	0.0463807	0.0119961	0.00523553	0.00423722	0.0066024	0.0102355	0.00623665	0.013638	5.54471e-05	0.0204487	0.0129744	0.0276395	0.0103432	0.0126291	0.0240437	0.0143825	0.0350239	0.0424818	0.0389967	0.00663914	0.00591343	0.00168721	0.0100964	0.00499402	0.011781	0.0212326	0.00603774	0.0171224	0.027528	0.00340782	0.0158579	0.0273201	0.0494019	0.000578971	0.00419622	0.00248796	0.060132	0.0220554	0.0384666	0.00840171	0.00815141	0.00610973	0.0159132	0.072246	0.00391153	0.00401117	0.0013874	0.000569702	0.00377655	0.0110696	0.0148088	0.0834415	0.031886	0.503541	0.496459	0.5035408	1.344682
756	-1404.816	-1489.326	84.51069	0.0130715	0.0172503	0.0100959	0.0145759	0.0467788	0.0115442	0.000137681	0.00443703	0.00940052	0.00362111	0.00476094	0.0311931	0.000156364	0.0204482	0.0184674	0.0229957	0.00370351	0.0194909	0.0188549	0.0168263	0.0596445	0.0872	0.0469876	0.0115138	0.00150422	0.00312116	0.012125	0.0134009	0.0129433	0.0661191	0.00547268	0.00165083	0.00565795	0.00257091	0.00470401	0.0117641	0.00618074	0.00901001	0.0161244	0.0317536	0.0225326	0.00511038	0.0292924	0.0317825	0.0268329	0.051038	0.147187	0.0649269	0.00929667	0.143465	0.00352505	0.0201605	0.00249905	0.0502281	0.0889879	0.0583127	0.0166608	0.9331618	1.044559	0.506043	0.717351	0.901552	1.1092	1.39402	1.97612	0.492506	0.59557	0.00889767	0.0117421	0.00687218	0.00992167	0.0318419	0.00785806	9.37178e-05	0.00302025	0.00639885	0.00246485	0.00324072	0.0212328	0.000106435	0.0139189	0.0125706	0.0156529	0.00252094	0.0132673	0.0128343	0.0114535	0.0405994	0.0593562	0.031984	0.00783731	0.00102391	0.00212454	0.00825334	0.00912186	0.00881038	0.0450066	0.0037252	0.00112371	0.00385132	0.00175	0.00320197	0.00800768	0.00420717	0.00613303	0.0109757	0.0216144	0.0153377	0.00347858	0.0199391	0.0216341	0.0182649	0.0347411	0.100189	0.0441951	0.00632815	0.0976551	0.00239946	0.013723	0.00170108	0.0341898	0.0605732	0.0396929	0.0113409	0.482797	0.517203	0.4827974	1.469097
792	-1413.058	-1497.701	84.64316	0.0257026	0.0310973	0.00356654	0.0151302	0.0378582	0.025395	0.00256172	0.000549209	0.000389264	0.0102581	0.00418931	0.0280823	0.00150195	0.0194282	0.0217813	0.0456125	0.00810447	0.0191645	0.0332768	0.0159376	0.0373993	0.0688806	0.0412001	0.0112747	0.0104015	0.019429	0.00677344	0.00483999	0.0216132	0.0400438	0.0097476	0.0435877	0.0545361	0.0130972	0.0330451	0.0427117	0.0520739	0.0126273	0.0130286	0.000377016	0.0821011	0.0371557	0.0298954	0.00513746	0.0344322	0.0085185	0.0277503	0.195514	0.00207821	0.0144031	0.00684623	0.00312947	0.00294221	0.0172582	0.0343081	0.149392	0.0828814	0.7660126	1.155992	0.57125	0.761033	0.918333	1.08893	1.314	1.75055	0.4048668	0.4417637	0.0158656	0.0191957	0.00220154	0.00933955	0.023369	0.0156758	0.00158129	0.000339014	0.000240284	0.00633207	0.00258597	0.0173346	0.00092712	0.0119926	0.0134451	0.0281555	0.00500271	0.0118298	0.020541	0.00983795	0.0230857	0.0425184	0.0254319	0.00695959	0.00642063	0.0119931	0.00418109	0.00298761	0.0133414	0.0247181	0.00601697	0.0269057	0.0336639	0.00808463	0.020398	0.026365	0.032144	0.00779452	0.00804227	0.000232723	0.0506791	0.0229354	0.0184538	0.00317123	0.0212542	0.00525828	0.0171296	0.120686	0.00128283	0.0088907	0.00422602	0.00193175	0.00181616	0.0106531	0.0211776	0.092216	0.0511608	0.413847	0.586153	0.4138466	1.620018
828	-1410.966	-1495.019	84.05289	0.0251069	0.0209876	0.0117773	0.0117676	0.0539863	0.0414322	0.00240543	0.000349372	0.0163817	0.02062	0.00835974	0.0260899	0.0171367	0.0429751	0.017638	0.0446328	0.0099308	0.0178027	0.0180105	0.00468731	0.0629242	0.0541566	0.0286343	0.0236251	0.0105411	0.0166834	0.0178103	0.019469	0.0174419	0.0311155	0.00192846	0.0557754	0.0616122	0.00529918	0.038364	0.0169129	0.0899137	0.0115727	0.0152314	0.00241197	0.0823119	0.00683069	0.0381086	0.000309965	0.00953332	0.00544441	0.0233854	0.220881	0.00240041	0.0205081	0.0153956	0.0106788	0.0172695	0.0317826	0.025803	0.193756	0.0605871	0.8449194	1.103387	0.389099	0.631061	0.866215	1.15445	1.58463	2.57004	0.6825199	0.5105004	0.0142775	0.011935	0.00669738	0.00669191	0.0307004	0.0235613	0.00136789	0.000198677	0.00931577	0.011726	0.00475393	0.0148366	0.00974515	0.0244387	0.0100302	0.0253814	0.00564735	0.0101239	0.010242	0.00266553	0.0357831	0.0307973	0.0162835	0.0134349	0.00599442	0.00948737	0.0101282	0.0110714	0.0099187	0.0176944	0.00109666	0.0317178	0.035037	0.00301348	0.0218165	0.00961788	0.0511312	0.00658103	0.00866167	0.00137162	0.0468083	0.00388441	0.0216712	0.000176268	0.00542132	0.00309608	0.0132986	0.125609	0.00136504	0.0116624	0.00875502	0.00607271	0.00982063	0.0180738	0.0146734	0.110183	0.0344541	0.483034	0.516966	0.483034	1.758488
864	-1406.945	-1491.734	84.78953	0.0147552	0.0214297	0.00659854	0.00125912	0.0333877	0.0271189	0.00748318	0.00374562	0.0042431	0.00513927	0.00559033	0.0286073	0.00588502	0.0162814	0.00940271	0.0375996	0.00383322	0.0191407	0.0101459	0.0036132	0.0398298	0.0450845	0.0265322	0.01132	0.00159193	0.00924954	0.00623865	0.015928	0.0141674	0.0285371	0.00109122	0.0488342	0.0274345	0.000554361	0.0150183	0.00719191	0.0591517	0.00495385	0.00847781	0.00597914	0.0614453	0.00902779	0.0302941	0.00145983	0.0280538	0.00343778	0.0022234	0.118219	0.00133344	0.00755974	0.00786664	0.00336532	0.00438854	0.00704921	0.0187053	0.101009	0.0386619	0.793892	1.137405	0.294332	0.550745	0.830197	1.20453	1.81572	3.39752	0.8843468	0.4653234	0.0135801	0.0197232	0.00607307	0.00115885	0.0307288	0.0249593	0.00688726	0.00344734	0.0039052	0.00473	0.00514515	0.0263292	0.00541637	0.0149848	0.00865393	0.0346054	0.00352796	0.0176164	0.00933789	0.00332546	0.036658	0.0414942	0.0244193	0.0104185	0.00146515	0.00851295	0.00574184	0.0146595	0.0130392	0.0262645	0.00100432	0.0449453	0.0252498	0.000510215	0.0138223	0.00661918	0.0544411	0.00455935	0.00780268	0.005503	0.0565521	0.00830887	0.0278816	0.00134357	0.0258197	0.00316402	0.00204634	0.108804	0.00122725	0.00695772	0.00724018	0.00309732	0.00403906	0.00648785	0.0172157	0.092965	0.035583	0.469097	0.530903	0.4690969	1.086525
900	-1410.783	-1494.999	84.21599	0.0366705	0.02774	0.0203935	0.00726963	0.04792	0.0158312	0.00708703	0.00255827	0.0118472	0.00669525	0.00342395	0.0290994	0.00306698	0.0115015	0.0116391	0.0389339	0.00783208	0.0145004	0.0172339	0.00752061	0.0361747	0.0556898	0.0324588	0.0147087	0.00821751	0.019629	0.0248417	0.0144714	0.0194453	0.028258	0.0206305	0.00776607	0.00317661	0.00312778	0.00189734	0.0419036	0.00437922	0.00420955	0.0285252	0.0229269	0.128962	0.0078967	0.0499282	0.0175921	0.0152909	0.00606447	0.00140535	0.0922185	0.0119644	0.0403399	0.161653	0.0179774	0.0121936	0.037795	0.012147	0.0920908	0.00301991	1.110474	0.9263504	0.453368	0.679908	0.8866	1.1279	1.47079	2.20571	0.5719838	0.7991751	0.0256484	0.0194021	0.0142638	0.00508458	0.0335166	0.0110728	0.00495687	0.00178933	0.00828625	0.00468284	0.0023948	0.0203529	0.00214513	0.00804449	0.00814074	0.0272314	0.00547797	0.010142	0.0120539	0.00526012	0.0253016	0.038951	0.0227026	0.0102877	0.00574755	0.0137291	0.017375	0.0101217	0.0136006	0.0197644	0.0144295	0.00543181	0.00222181	0.00218765	0.00132705	0.0293085	0.00306295	0.00294427	0.0199513	0.0160357	0.0901995	0.00552317	0.0349211	0.0123044	0.0106949	0.00424166	0.000982941	0.0645001	0.00836821	0.0282148	0.113064	0.0125739	0.00852855	0.0264349	0.00849597	0.0644108	0.00211221	0.434267	0.565733	0.434267	1.429741
